generic_name,brand_names,strength,dosage_form,manufacturer,packageMark,indication,contraindication,side_effects
Timolol Maleate,Glumol,0.50%,Ophthalmic Solution,Globe Pharmaceuticals Ltd.,glumolophthalmic-solution05,,,
Timolol Maleate,Intramol,0.50%,Ophthalmic Solution,Beximco Pharmaceuticals Ltd.,intramolophthalmic-solution05,,,
Timolol Maleate,Ocupres,0.50%,Ophthalmic Solution,Popular Pharmaceuticals Ltd.,ocupresophthalmic-solution05,,,
Timolol Maleate,Ticoma DS,0.50%,Ophthalmic Solution,Opsonin Pharma Ltd.,ticoma-dsophthalmic-solution05,,,
Timolol Maleate,Timocare,0.50%,Ophthalmic Solution,Healthcare Pharmaceuticals Ltd.,timocareophthalmic-solution05,,,
Timolol Maleate,Timosol,0.50%,Ophthalmic Solution,Rephco Pharmaceuticals Ltd.,timosolophthalmic-solution05,,,
Timolol Maleate,Timopress,0.50%,Ophthalmic Solution,Incepta Pharmaceuticals Ltd.,timopressophthalmic-solution05,,,
Timolol Maleate,Timomin,0.50%,Ophthalmic Solution,Nipa Pharmaceuticals Ltd.,timominophthalmic-solution05,,,
Timolol Maleate,Timolol,0.50%,Ophthalmic Solution,Opso Saline Ltd.,timololophthalmic-solution05,,,
Timolol Maleate,Timolol,0.25%,Ophthalmic Solution,Opso Saline Ltd.,timololophthalmic-solution025,,,
Timolol Maleate,Timodrop,0.50%,Ophthalmic Solution,Reman Drug Laboratories Ltd.,timodropophthalmic-solution05,,,
Tinidazole,T-zol,1 gm,Tablet,Popular Pharmaceuticals Ltd.,t-zoltablet1-gm,,,
Tinidazole,T-zol,500 mg,Tablet,Popular Pharmaceuticals Ltd.,t-zoltablet500-mg,,,
Tinidazole,Tinizol DS,1 gm,Tablet,Beacon Pharmaceuticals Ltd.,tinizol-dstablet1-gm,,,
Tioconazole,Conasyd,1%,Cream,Renata Limited,conasydcream1,,,
Tioconazole,Suconal,1%,Cream,Supreme Pharmaceutical Ltd.,suconalcream1,,,
Tioconazole,Tiozol,6.50%,Ointment,Incepta Pharmaceuticals Ltd.,tiozolointment65,,,
Tioconazole,Tycon,300 mg,Suppository,ACME Laboratories Ltd.,tyconsuppository300-mg,,,
Tioconazole,Tycon,1%,Cream,ACME Laboratories Ltd.,tyconcream1,,,
Tiotropium (Dry Powder Inhaler),Dilriva,18 mcg,Inhalation Capsule,UniMed UniHealth,dilrivainhalation-capsule18-mcg,,,
Tiotropium (Dry Powder Inhaler),Titan,18 mcg,Inhalation Capsule,Healthcare Pharmaceuticals Ltd.,titaninhalation-capsule18-mcg,,,
Tiotropium (Dry Powder Inhaler),Tiotrop,18 mcg,Inhalation Capsule,ACI Limited,tiotropinhalation-capsule18-mcg,,,
Tiotropium (Dry Powder Inhaler),Tioriva (with device),18 mcg,Inhalation Capsule,Beximco Pharmaceuticals Ltd.,tioriva-with-deviceinhalation-capsule18-mcg,,,
Tiotropium (Dry Powder Inhaler),Tioriva,18 mcg,Inhalation Capsule,Beximco Pharmaceuticals Ltd.,tiorivainhalation-capsule18-mcg,,,
Tiotropium (Dry Powder Inhaler),Topium,18 mcg,Inhalation Capsule,ACME Laboratories Ltd.,topiuminhalation-capsule18-mcg,,,
Tiotropium (Dry Powder Inhaler),Tropex,18 mcg,Inhalation Capsule,Incepta Pharmaceuticals Ltd.,tropexinhalation-capsule18-mcg,,,
Titanium dioxide + Butyl methoxydibenzoyl methane + Padimate + Oxybenzone,SpectraBAN Ultra 28,2%+2%+0.8%+3%,Lotion,GlaxoSmithKline,spectraban-ultra-28lotion22083,,,
Tizanidine Hydrochloride,Relentus,2 mg,Tablet,Beximco Pharmaceuticals Ltd.,relentustablet2-mg,,,
Tizanidine Hydrochloride,Sirdalud,2 mg,Tablet,SANDOZ (A Novartis Division),sirdaludtablet2-mg,,,
Tizanidine Hydrochloride,Tizalud,2 mg,Tablet,Opsonin Pharma Ltd.,tizaludtablet2-mg,,,
Tizanidine Hydrochloride,Tizadin,2 mg,Tablet,ACI Limited,tizadintablet2-mg,,,
Tobramycin (Nebuliser Solution),Intobac,300 mg/5 ml,Nebuliser Solution,Incepta Pharmaceuticals Ltd.,intobacnebuliser-solution300-mg5-ml,,,
Tobramycin (Nebuliser Solution),Tobasol,300 mg/5 ml,Nebuliser Solution,Beximco Pharmaceuticals Ltd.,tobasolnebuliser-solution300-mg5-ml,,,
Tobramycin (Ophthalmic),Cinarex,0.30%,Ophthalmic Solution,Beximco Pharmaceuticals Ltd.,cinarexophthalmic-solution03,,,
Tobramycin (Ophthalmic),Eytob,0.30%,Ophthalmic Solution,Navana Pharmaceuticals Ltd.,eytobophthalmic-solution03,,,
Tobramycin (Ophthalmic),Gentob,0.30%,Ophthalmic Ointment,General Pharmaceuticals Ltd.,gentobophthalmic-ointment03,,,
Tobramycin (Ophthalmic),Gentob,0.30%,Ophthalmic Solution,General Pharmaceuticals Ltd.,gentobophthalmic-solution03,,,
Tobramycin (Ophthalmic),Intobac,0.30%,Ophthalmic Solution,Incepta Pharmaceuticals Ltd.,intobacophthalmic-solution03,,,
Tobramycin (Ophthalmic),Ocutob,0.30%,Ophthalmic Solution,Globe Pharmaceuticals Ltd.,ocutobophthalmic-solution03,,,
Tobramycin (Ophthalmic),T-Mycin,0.30%,Ophthalmic Ointment,Aristopharma Ltd.,t-mycinophthalmic-ointment03,,,
Tobramycin (Ophthalmic),T-Mycin,0.30%,Ophthalmic Solution,Aristopharma Ltd.,t-mycinophthalmic-solution03,,,
Tobramycin (Ophthalmic),T-Drop,0.30%,Ophthalmic Solution,Reman Drug Laboratories Ltd.,t-dropophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tobrel,0.30%,Ophthalmic Solution,Healthcare Pharmaceuticals Ltd.,tobrelophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tobramin,0.30%,Ophthalmic Solution,Nipa Pharmaceuticals Ltd.,tobraminophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tobram,0.30%,Ophthalmic Solution,Pacific Pharmaceuticals Ltd.,tobramophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tobracin,0.30%,Ophthalmic Solution,Opso Saline Ltd.,tobracinophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tobracin,0.30%,Ophthalmic Ointment,Opso Saline Ltd.,tobracinophthalmic-ointment03,,,
Tobramycin (Ophthalmic),Tobrabac,0.30%,Ophthalmic Ointment,Popular Pharmaceuticals Ltd.,tobrabacophthalmic-ointment03,,,
Tobramycin (Ophthalmic),Tobrabac,0.30%,Ophthalmic Solution,Popular Pharmaceuticals Ltd.,tobrabacophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tobirax,0.30%,Ophthalmic Ointment,Gaco Pharmaceuticals Ltd.,tobiraxophthalmic-ointment03,,,
Tobramycin (Ophthalmic),Tobirax,0.30%,Ophthalmic Solution,Gaco Pharmaceuticals Ltd.,tobiraxophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tobi,0.30%,Ophthalmic Solution,Asiatic Laboratories Ltd.,tobiophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tobam,0.30%,Ophthalmic Solution,Monicopharma Ltd.,tobamophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tomycin,0.30%,Ophthalmic Ointment,Ibn Sina Pharmaceuticals Ltd.,tomycinophthalmic-ointment03,,,
Tobramycin (Ophthalmic),Tomycin,0.30%,Ophthalmic Solution,Ibn Sina Pharmaceuticals Ltd.,tomycinophthalmic-solution03,,,
Tobramycin (Ophthalmic),Tomin,0.30%,Ophthalmic Solution,Kemiko Pharmaceuticals Ltd.,tominophthalmic-solution03,,,
Tobramycin (Ophthalmic),Torcin,0.30%,Ophthalmic Ointment,Opsonin Pharma Ltd.,torcinophthalmic-ointment03,,,
Tobramycin (Ophthalmic),Torcin,0.30%,Ophthalmic Solution,Opsonin Pharma Ltd.,torcinophthalmic-solution03,,,
Tobramycin (Ophthalmic),Xitob,0.30%,Ophthalmic Solution,Biopharma Laboratories Ltd.,xitobophthalmic-solution03,,,
Tocilizumab,Actemra,162 mg/0.9 ml,SC Injection,Roche Bangladesh Ltd.,actemrasc-injection162-mg09-ml,,,
Tocilizumab,Actemra,80 mg/4 ml,IV Infusion,Roche Bangladesh Ltd.,actemraiv-infusion80-mg4-ml,,,
Tocilizumab,Actemra,400 mg/20 ml,IV Infusion,Roche Bangladesh Ltd.,actemraiv-infusion400-mg20-ml,,,
Tocilizumab,Actemra,200 mg/10 ml,IV Infusion,Roche Bangladesh Ltd.,actemraiv-infusion200-mg10-ml,,,
Tocilizumab,Tolosa,80 mg/4 ml,IV Infusion,Incepta Pharmaceuticals Ltd.,tolosaiv-infusion80-mg4-ml,,,
Tofacitinib,Arthanib XR,11 mg,Tablet (Extended Release),Aristopharma Ltd.,arthanib-xrtablet-extended-release11-mg,,,
Tofacitinib,Arthanib,5 mg,Tablet,Aristopharma Ltd.,arthanibtablet5-mg,,,
Tofacitinib,Jaktor XR,11 mg,Tablet (Extended Release),Beacon Pharmaceuticals Ltd.,jaktor-xrtablet-extended-release11-mg,,,
Tofacitinib,Jaktor,5 mg,Tablet,Beacon Pharmaceuticals Ltd.,jaktortablet5-mg,,,
Tofacitinib,Jaknib,5 mg,Tablet,Healthcare Pharmaceuticals Ltd.,jaknibtablet5-mg,,,
Tofacitinib,Jakloc XR,11 mg,Tablet (Extended Release),Popular Pharmaceuticals Ltd.,jakloc-xrtablet-extended-release11-mg,,,
Tofacitinib,Jakloc,5 mg,Tablet,Popular Pharmaceuticals Ltd.,jakloctablet5-mg,,,
Tofacitinib,Tofaxen,5 mg,Tablet,Everest Pharmaceuticals Ltd.,tofaxentablet5-mg,,,
Tofacitinib,Tofator,5 mg,Tablet,Square Pharmaceuticals Ltd.,tofatortablet5-mg,,,
Tofacitinib,Tofatin XR,11 mg,Tablet (Extended Release),Ziska Pharmaceuticals Ltd.,tofatin-xrtablet-extended-release11-mg,,,
Tofacitinib,Tofatin,5 mg,Tablet,Ziska Pharmaceuticals Ltd.,tofatintablet5-mg,,,
Tofacitinib,Tofara,5 mg,Tablet,ACI Limited,tofaratablet5-mg,,,
Tofacitinib,Tofanib XR,11 mg,Tablet (Extended Release),Globe Pharmaceuticals Ltd.,tofanib-xrtablet-extended-release11-mg,,,
Tofacitinib,Tofanib,5 mg,Tablet,Globe Pharmaceuticals Ltd.,tofanibtablet5-mg,,,
Tofacitinib,Tofacit XR,11 mg,Tablet (Extended Release),Delta Pharma Ltd.,tofacit-xrtablet-extended-release11-mg,,,
Tofacitinib,Tofacit,5 mg,Tablet,Delta Pharma Ltd.,tofacittablet5-mg,,,
Tofacitinib,Tofacinix,11 mg,Tablet (Extended Release),Beacon Pharmaceuticals Ltd.,tofacinixtablet-extended-release11-mg,,,
Tofacitinib,Tofacent XR,11 mg,Tablet (Extended Release),Incepta Pharmaceuticals Ltd.,tofacent-xrtablet-extended-release11-mg,,,
Tofacitinib,Tofacent,5 mg,Tablet,Incepta Pharmaceuticals Ltd.,tofacenttablet5-mg,,,
Tofacitinib,Tocit XR,11 mg,Tablet (Extended Release),Drug International Ltd.,tocit-xrtablet-extended-release11-mg,,,
Tofacitinib,Tocit,5 mg,Tablet,Drug International Ltd.,tocittablet5-mg,,,
Tofacitinib,Tojak,5 mg,Tablet,Eskayef Pharmaceuticals Ltd.,tojaktablet5-mg,,,
Tofacitinib,Xelnib XR,11 mg,Tablet (Extended Release),Opsonin Pharma Ltd.,xelnib-xrtablet-extended-release11-mg,,,
Tofacitinib,Xelnib,5 mg,Tablet,Opsonin Pharma Ltd.,xelnibtablet5-mg,,,
Tolfenamic acid,Anilic,200 mg,Tablet,Drug International Ltd.,anilictablet200-mg,,,
Tolfenamic acid,Arain,200 mg,Tablet,Opsonin Pharma Ltd.,araintablet200-mg,,,
Tolfenamic acid,Lograin,200 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,lograintablet200-mg,,,
Tolfenamic acid,Migesic,200 mg,Tablet,Renata Limited,migesictablet200-mg,,,
Tolfenamic acid,Migrex,200 mg,Tablet,Incepta Pharmaceuticals Ltd.,migrextablet200-mg,,,
Tolfenamic acid,Migratol,200 mg,Tablet,Beacon Pharmaceuticals Ltd.,migratoltablet200-mg,,,
Tolfenamic acid,Minopa,200 mg,Tablet,Medicon Pharmaceuticals Ltd.,minopatablet200-mg,,,
Tolfenamic acid,Mygan,200 mg,Tablet,Chemist Laboratories  Ltd.,mygantablet200-mg,,,
Tolfenamic acid,Namitol,200 mg,Tablet,ACI Limited,namitoltablet200-mg,,,
Tolfenamic acid,Tofe,200 mg,Tablet,Sharif Pharmaceuticals Ltd.,tofetablet200-mg,,,
Tolfenamic acid,Tolmic,200 mg,Tablet,Beximco Pharmaceuticals Ltd.,tolmictablet200-mg,,,
Tolfenamic acid,Tolfort,200 mg,Tablet,Healthcare Pharmaceuticals Ltd.,tolforttablet200-mg,,,
Tolfenamic acid,Tolfi,200 mg,Tablet,Benham Pharmaceuticals Ltd.,tolfitablet200-mg,,,
Tolfenamic acid,Tolfem,200 mg,Tablet,Square Pharmaceuticals Ltd.,tolfemtablet200-mg,,,
Tolfenamic acid,Tolema,200 mg,Tablet,Biopharma Laboratories Ltd.,tolematablet200-mg,,,
Tolfenamic acid,Tofix,200 mg,Tablet,Team Pharmaceuticals Ltd.,tofixtablet200-mg,,,
Tolfenamic acid,Tufnil,200 mg,Tablet,Eskayef Pharmaceuticals Ltd.,tufniltablet200-mg,,,
Tolfenamic acid,Tufmig,200 mg,Tablet,UniMed UniHealth,tufmigtablet200-mg,,,
Tolfenamic acid,Tufexil,200 mg,Tablet,Al-Madina Pharmaceuticals Ltd.,tufexiltablet200-mg,,,
Tolnaftate,Tinafate,1%,Cream,Pharmadesh Laboratories Ltd.,tinafatecream1,,,
Tolperisone + Lidocaine,Myolax Plus,(100 mg+2.5 mg)/ml,IM Injection,Incepta Pharmaceuticals Ltd.,myolax-plusim-injection100-mg25-mgml,,,
Tolperisone Hydrochloride,A-Calm,50 mg,Tablet,ACME Laboratories Ltd.,a-calmtablet50-mg,,,
Tolperisone Hydrochloride,Lexaton,50 mg,Tablet,Drug International Ltd.,lexatontablet50-mg,,,
Tolperisone Hydrochloride,Musclex,50 mg,Tablet,Aristopharma Ltd.,musclextablet50-mg,,,
Tolperisone Hydrochloride,Mydocalm,50 mg,Tablet,"Gedeon Richter, Hungary",mydocalmtablet50-mg,,,
Tolperisone Hydrochloride,Myoxant,50 mg,Tablet,UniMed UniHealth,myoxanttablet50-mg,,,
Tolperisone Hydrochloride,Myoxan,50 mg,Tablet,Globe Pharmaceuticals Ltd.,myoxantablet50-mg,,,
Tolperisone Hydrochloride,Myotol,50 mg,Tablet,Kumudini Pharma Ltd.,myotoltablet50-mg,,,
Tolperisone Hydrochloride,Myoson,100 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,myosontablet100-mg,,,
Tolperisone Hydrochloride,Myoson,50 mg,Tablet,Ibn Sina Pharmaceuticals Ltd.,myosontablet50-mg,,,
Tolperisone Hydrochloride,Myolax,100 mg,Tablet,Incepta Pharmaceuticals Ltd.,myolaxtablet100-mg,,,
Tolperisone Hydrochloride,Myolax,50 mg,Tablet,Incepta Pharmaceuticals Ltd.,myolaxtablet50-mg,,,
Tolperisone Hydrochloride,Rison,50 mg,Tablet,Kemiko Pharmaceuticals Ltd.,risontablet50-mg,,,
Tolperisone Hydrochloride,Tolson,100 mg,Tablet,Opsonin Pharma Ltd.,tolsontablet100-mg,,,
Tolperisone Hydrochloride,Tolson,50 mg,Tablet,Opsonin Pharma Ltd.,tolsontablet50-mg,,,
Tolperisone Hydrochloride,Tolpa,50 mg,Tablet,Biopharma Laboratories Ltd.,tolpatablet50-mg,,,
Tolperisone Hydrochloride,Tolmus,50 mg,Tablet,Beximco Pharmaceuticals Ltd.,tolmustablet50-mg,,,
Tolperisone Hydrochloride,Tolcalm,50 mg,Tablet,General Pharmaceuticals Ltd.,tolcalmtablet50-mg,,,
Tolperisone Hydrochloride,Toperin,50 mg,Tablet,Eskayef Pharmaceuticals Ltd.,toperintablet50-mg,,,
Tolterodine Tartrate,Detrusin LA,4 mg,Capsule (Extended Release),UniMed UniHealth,detrusin-lacapsule-extended-release4-mg,,,
Tolterodine Tartrate,Detrusin LA,2 mg,Capsule (Extended Release),UniMed UniHealth,detrusin-lacapsule-extended-release2-mg,,,
Tolterodine Tartrate,Detrusin,2 mg,Tablet,UniMed UniHealth,detrusintablet2-mg,,,
Tolterodine Tartrate,Detrusin,1 mg,Tablet,UniMed UniHealth,detrusintablet1-mg,,,
Tolterodine Tartrate,Tolter,2 mg,Tablet,Renata Limited,toltertablet2-mg,,,
Tolterodine Tartrate,Tolorin,2 mg,Tablet,General Pharmaceuticals Ltd.,tolorintablet2-mg,,,
Tolterodine Tartrate,Toltrex,2 mg,Tablet,Incepta Pharmaceuticals Ltd.,toltrextablet2-mg,,,
Tolterodine Tartrate,Ucol,2 mg,Tablet,Square Pharmaceuticals Ltd.,ucoltablet2-mg,,,
Tolterodine Tartrate,Uritol,1 mg,Tablet,Eskayef Pharmaceuticals Ltd.,uritoltablet1-mg,,,
Tolterodine Tartrate,Uritol,2 mg,Tablet,Eskayef Pharmaceuticals Ltd.,uritoltablet2-mg,,,
Tolvaptan,Vaptan,15 mg,Tablet,Popular Pharmaceuticals Ltd.,vaptantablet15-mg,,,
Topiramate,Etopira,25 mg,Tablet,UniMed UniHealth,etopiratablet25-mg,,,
Topiramate,Etopira,50 mg,Tablet,UniMed UniHealth,etopiratablet50-mg,,,
Topiramate,Topmate,50 mg,Tablet,Renata Limited,topmatetablet50-mg,,,
Topiramate,Topmate,25 mg,Tablet,Renata Limited,topmatetablet25-mg,,,
Topiramate,Topirva,50 mg,Tablet,Incepta Pharmaceuticals Ltd.,topirvatablet50-mg,,,
Topiramate,Topirva,25 mg,Tablet,Incepta Pharmaceuticals Ltd.,topirvatablet25-mg,,,
Topiramate,Topimax,50 mg,Tablet,Opsonin Pharma Ltd.,topimaxtablet50-mg,,,
Topiramate,Topimax,25 mg,Tablet,Opsonin Pharma Ltd.,topimaxtablet25-mg,,,
Topotecan,Topotecan,1 mg/ml,Injection,ZAS Corporation,topotecaninjection1-mgml,,,
Torasemide,Dilast,20 mg,Tablet,Incepta Pharmaceuticals Ltd.,dilasttablet20-mg,,,
Torasemide,Dytor,5 mg,Tablet,UniMed UniHealth,dytortablet5-mg,,,
Torasemide,Dytor,2.5 mg,Tablet,UniMed UniHealth,dytortablet25-mg,,,
Torasemide,Luretic,5 mg,Tablet,Drug International Ltd.,luretictablet5-mg,,,
Torasemide,Luretic,2.5 mg,Tablet,Drug International Ltd.,luretictablet25-mg,,,
Torasemide,Tomide,5 mg,Tablet,ACME Laboratories Ltd.,tomidetablet5-mg,,,
Torasemide,Tomide,2.5 mg,Tablet,ACME Laboratories Ltd.,tomidetablet25-mg,,,
Torsemide,Torsid,5 mg,Tablet,Square Pharmaceuticals Ltd.,torsidtablet5-mg,,,
Torsemide,Torsid,20 mg,Tablet,Square Pharmaceuticals Ltd.,torsidtablet20-mg,,,
Tramadol Hydrochloride,Anadol SR,100 mg,Capsule (Sustained Release),Square Pharmaceuticals Ltd.,anadol-srcapsule-sustained-release100-mg,,,
Tramadol Hydrochloride,Anadol,100 mg,Suppository,Square Pharmaceuticals Ltd.,anadolsuppository100-mg,,,
Tramadol Hydrochloride,Anadol,100 mg/2 ml,IM/IV Injection,Square Pharmaceuticals Ltd.,anadolimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Anadol,50 mg,Capsule,Square Pharmaceuticals Ltd.,anadolcapsule50-mg,,,
Tramadol Hydrochloride,Doloran,50 mg,Capsule,SANDOZ (A Novartis Division),dolorancapsule50-mg,,,
Tramadol Hydrochloride,Doloran,100 mg,Suppository,SANDOZ (A Novartis Division),doloransuppository100-mg,,,
Tramadol Hydrochloride,Dolonil SR,100 mg,Tablet (Sustained Release),ACME Laboratories Ltd.,dolonil-srtablet-sustained-release100-mg,,,
Tramadol Hydrochloride,Dolonil,100 mg/2 ml,IM/IV Injection,ACME Laboratories Ltd.,dolonilimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Dolonil,50 mg,Capsule,ACME Laboratories Ltd.,dolonilcapsule50-mg,,,
Tramadol Hydrochloride,Dolorex,100 mg/2 ml,IM/IV Injection,Biopharma Laboratories Ltd.,doloreximiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Dolorex,50 mg,Capsule,Biopharma Laboratories Ltd.,dolorexcapsule50-mg,,,
Tramadol Hydrochloride,Dolorex,100 mg,Capsule,Biopharma Laboratories Ltd.,dolorexcapsule100-mg,,,
Tramadol Hydrochloride,Doloran PRT,100 mg,Tablet (Prolonged Release),SANDOZ (A Novartis Division),doloran-prttablet-prolonged-release100-mg,,,
Tramadol Hydrochloride,Kadol,50 mg,Capsule,Kemiko Pharmaceuticals Ltd.,kadolcapsule50-mg,,,
Tramadol Hydrochloride,Kingdol,50 mg,Capsule,Drug International Ltd.,kingdolcapsule50-mg,,,
Tramadol Hydrochloride,Leotram,50 mg,Capsule,Leon Pharmaceuticals Ltd.,leotramcapsule50-mg,,,
Tramadol Hydrochloride,Lucidol,100 mg/2 ml,IM/IV Injection,Beximco Pharmaceuticals Ltd.,lucidolimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Lucidol,100 mg,Suppository,Beximco Pharmaceuticals Ltd.,lucidolsuppository100-mg,,,
Tramadol Hydrochloride,Lucidol,50 mg,Capsule,Beximco Pharmaceuticals Ltd.,lucidolcapsule50-mg,,,
Tramadol Hydrochloride,Murtrum,100 mg/2 ml,IM/IV Injection,Monicopharma Ltd.,murtrumimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Opalgic,50 mg,Capsule,Euro Pharma Ltd.,opalgiccapsule50-mg,,,
Tramadol Hydrochloride,Opidol,50 mg,Capsule,Navana Pharmaceuticals Ltd.,opidolcapsule50-mg,,,
Tramadol Hydrochloride,Pendol,50 mg,Capsule,Alco Pharma Ltd.,pendolcapsule50-mg,,,
Tramadol Hydrochloride,Retram,100 mg/2 ml,IM/IV Injection,Rephco Pharmaceuticals Ltd.,retramimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Retram,50 mg,Capsule,Rephco Pharmaceuticals Ltd.,retramcapsule50-mg,,,
Tramadol Hydrochloride,Syndol,100 mg/2 ml,IM/IV Injection,Healthcare Pharmaceuticals Ltd.,syndolimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Syndol,50 mg,Capsule,Healthcare Pharmaceuticals Ltd.,syndolcapsule50-mg,,,
Tramadol Hydrochloride,Tamadol,50 mg,Capsule,Mystic Pharmaceuticals Ltd.,tamadolcapsule50-mg,,,
Tramadol Hydrochloride,Tendia,100 mg/2 ml,IM/IV Injection,ACI Limited,tendiaimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Trado,50 mg,Capsule,Pacific Pharmaceuticals Ltd.,tradocapsule50-mg,,,
Tramadol Hydrochloride,Tranal,100 mg,Suppository,Opsonin Pharma Ltd.,tranalsuppository100-mg,,,
Tramadol Hydrochloride,Tranal,100 mg/2 ml,IM/IV Injection,Opsonin Pharma Ltd.,tranalimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Tranal,50 mg,Capsule,Opsonin Pharma Ltd.,tranalcapsule50-mg,,,
Tramadol Hydrochloride,Tramavir,100 mg,Tablet,Virgo Pharmaceuticals Ltd.,tramavirtablet100-mg,,,
Tramadol Hydrochloride,Tramavir,50 mg,Capsule,Virgo Pharmaceuticals Ltd.,tramavircapsule50-mg,,,
Tramadol Hydrochloride,Tramamax,50 mg,Tablet,Guardian Healthcare Ltd.,tramamaxtablet50-mg,,,
Tramadol Hydrochloride,Tramadol,50 mg,Capsule,Amico Laboratories Ltd.,tramadolcapsule50-mg,,,
Tramadol Hydrochloride,Tramacid,100 mg,Suppository,Aristopharma Ltd.,tramacidsuppository100-mg,,,
Tramadol Hydrochloride,Trado,100 mg/2 ml,IM/IV Injection,Pacific Pharmaceuticals Ltd.,tradoimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,TRD-Contin,100 mg,Tablet,Mundipharma (BD) Pvt. Ltd.,trd-contintablet100-mg,,,
Tramadol Hydrochloride,Tridol,100 mg/2 ml,IM/IV Injection,Globex Pharmaceuticals Ltd.,tridolimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Tridol,50 mg,Capsule,Globex Pharmaceuticals Ltd.,tridolcapsule50-mg,,,
Tramadol Hydrochloride,Trumen,100 mg/2 ml,IM/IV Injection,General Pharmaceuticals Ltd.,trumenimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Trumen,50 mg,Capsule,General Pharmaceuticals Ltd.,trumencapsule50-mg,,,
Tramadol Hydrochloride,Ultradol,50 mg,Capsule,Ad-din Pharmaceuticals Ltd.,ultradolcapsule50-mg,,,
Tramadol Hydrochloride,Utramal Retard,50 mg,Retard Tablet,UniMed UniHealth,utramal-retardretard-tablet50-mg,,,
Tramadol Hydrochloride,Utramal Retard,100 mg,Retard Tablet,UniMed UniHealth,utramal-retardretard-tablet100-mg,,,
Tramadol Hydrochloride,Utramal,50 mg,Capsule,UniMed UniHealth,utramalcapsule50-mg,,,
Tramadol Hydrochloride,Utramal,100 mg/2 ml,IM/IV Injection,UniMed UniHealth,utramalimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Utramal,100 mg,Suppository,UniMed UniHealth,utramalsuppository100-mg,,,
Tramadol Hydrochloride,Winpain,50 mg,Capsule,Incepta Pharmaceuticals Ltd.,winpaincapsule50-mg,,,
Tramadol Hydrochloride,Winpain,100 mg/2 ml,IM/IV Injection,Incepta Pharmaceuticals Ltd.,winpainimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Xtrapel SR,100 mg,Capsule (Sustained Release),Beacon Pharmaceuticals Ltd.,xtrapel-srcapsule-sustained-release100-mg,,,
Tramadol Hydrochloride,Xtrapel,100 mg/2 ml,IM/IV Injection,Beacon Pharmaceuticals Ltd.,xtrapelimiv-injection100-mg2-ml,,,
Tramadol Hydrochloride,Xtrapel,50 mg,Capsule,Beacon Pharmaceuticals Ltd.,xtrapelcapsule50-mg,,,
Tramadol Hydrochloride,Zydol,50 mg,Capsule,Novo Healthcare and Pharma Ltd.,zydolcapsule50-mg,,,
Tramadol Hydrochloride,Zydol SR,100 mg,Capsule (Sustained Release),Novo Healthcare and Pharma Ltd.,zydol-srcapsule-sustained-release100-mg,,,
Tramadol Hydrochloride,Zydol,100 mg/2 ml,IM/IV Injection,Novo Healthcare and Pharma Ltd.,zydolimiv-injection100-mg2-ml,,,
Tranexamic Acid,Anaxyl,500 mg,Tablet,ACI Limited,anaxyltablet500-mg,,,
Tranexamic Acid,Anaxyl,500 mg/5 ml,IM/IV Injection,ACI Limited,anaxylimiv-injection500-mg5-ml,,,
Tranexamic Acid,Bionex,500 mg,Capsule,Biopharma Laboratories Ltd.,bionexcapsule500-mg,,,
Tranexamic Acid,Block-T,500 mg/5 ml,IM/IV Injection,Drug International Ltd.,block-timiv-injection500-mg5-ml,,,
Tranexamic Acid,Block-T,500 mg,Tablet,Drug International Ltd.,block-ttablet500-mg,,,
Tranexamic Acid,Enclot,500 mg,Capsule,Opsonin Pharma Ltd.,enclotcapsule500-mg,,,
Tranexamic Acid,Enclot,500 mg/5 ml,IM/IV Injection,Opsonin Pharma Ltd.,enclotimiv-injection500-mg5-ml,,,
Tranexamic Acid,Enclot,250 mg,Capsule,Opsonin Pharma Ltd.,enclotcapsule250-mg,,,
Tranexamic Acid,Fibrostat,500 mg,Capsule,Globe Pharmaceuticals Ltd.,fibrostatcapsule500-mg,,,
